time	Total Usage	Microwave	Washing Machine
1381371128	3703.3	1.7	60.7
1381371129	3706.5	1.6	57.4
1381371130	3704.5	1.8	66.5
1381371131	3677.5	1.7	40
1381371132	3679.6	1.7	34.9
1381371133	3715.1	1.7	74.7
1381371134	3657.8	1.8	19.7
1381371135	3664.7	1.7	24
1381371136	3670.7	1.7	27.2
1381371137	3663.9	1.7	27.1
1381371138	3666	1.7	26.9
1381371139	3696.7	1.8	54.4
1381371140	3749.5	1.7	92.3
1381371141	3753.3	1.8	106
1381371142	3750.6	1.6	104.2
1381371143	3738.8	1.8	92.2
1381371144	3741.6	1.6	96.6
1381371145	3748.2	1.8	107
1381371146	3759.2	1.8	119.8
1381371147	3747.6	1.8	101.3
1381371148	3723.7	1.6	80.8
1381371149	3738.7	2	82
1381371150	3724.8	1.9	89.4
1381371151	6136	0.5	90.2
1381371152	11067.9	2.2	83.7
1381371153	3736.9	1.8	84
1381371154	3739.9	1.8	82.3
1381371155	3730.8	1.9	81.8
1381371156	3734.2	1.7	83.6
1381371157	3728.3	1.9	85
1381371158	3726.6	1.8	82.3
1381371159	3730.3	1.8	82.2
1381371160	3726.6	1.8	81.5
1381371161	3730.1	1.8	81.1
1381371162	3731.3	1.7	81.1
1381371163	3699.1	1.8	81.4
1381371164	3493.9	1.9	81.5
1381371165	3492.7	1.8	81.3
1381371166	3489.1	1.8	81
1381371167	3491.6	1.8	80.4
1381371168	3490.2	1.7	80.5
1381371169	3489.2	1.5	70.2
1381371170	3464.9	1.7	51.8
1381371171	3470.3	1.8	58
1381371172	3467.4	1.9	61.8
1381371173	3472.6	1.9	63.4
1381371174	3469.7	1.9	64.4
1381371175	3475.4	1.8	64.6
1381371176	3486.3	1.9	64.2
1381371177	3473.9	1.9	65.4
1381371178	3474.6	1.9	65.6
1381371179	3474.4	1.8	65
1381371180	3476.2	1.7	65.3
1381371181	3476.5	1.8	65.5
1381371182	3496.1	1.8	65
1381371183	3477.6	1.7	65.1
1381371184	3473	1.9	65.7
1381371185	3472.6	1.9	64.9
1381371186	3476.1	1.8	65
1381371187	3472.6	1.8	65.9
1381371188	3470.1	1.7	62.6
1381371189	3548.8	1.9	138
1381371190	3638.4	1.6	229.6
1381371191	3728.2	1.7	314.2
1381371192	3777.5	1.7	366.3
1381371193	3748	1.7	337.1
1381371194	3715.2	1.7	309.7
1381371195	3699.7	1.7	294.4
1381371196	3682.1	1.7	270.4
1381371197	3678.7	1.8	249.9
1381371198	3640.8	1.7	227.2
1381371199	3631.5	1.7	215.6
1381371200	3614.9	1.8	198.6
1381371201	3600.8	1.8	181.9
1381371202	3585.3	1.8	159.2
1381371203	3567.7	1.8	149.2
1381371204	3555	1.8	135.9
1381371205	3538.3	1.8	130.9
1381371206	3544.3	1.8	127.7
1381371207	3542	1.8	122.6
1381371208	3538.3	1.8	121.7
1381371209	3551.9	1.9	130.6
1381371210	3602.9	1.8	187.9
1381371211	3593.1	1.8	175.9
1381371212	3573.3	1.8	155.2
1381371213	3560	1.8	137.5
1381371214	3556.6	1.8	135.2
1381371215	3532.3	1.8	122.7
1381371216	3464.2	1.9	48.5
1381371217	3460.4	1.9	48.4
1381371218	3464.6	1.9	48.2
1381371219	3460.2	1.8	48.1
1381371220	3448.9	1.8	30.6
1381371221	3435	1.8	19.2
1381371222	3440.8	1.8	22.8
1381371223	3490.9	1.8	72.8
1381371224	3486.7	1.9	65.5
1381371225	3481	1.8	65.2
1381371226	3482.7	1.8	64.7
1381371227	3483.5	1.8	64.9
1381371228	3479.5	1.8	64.9
1381371229	3487.1	1.7	64.6
1381371230	3488.9	1.9	64.2
1381371231	3480.2	1.9	64.7
1381371232	3493.9	1.9	64.7
1381371233	3488	1.8	64.3
1381371234	3483.3	1.7	64.2
1381371235	3526.2	1.9	108.6
1381371236	3623.9	1.7	212.3
1381371237	3688.9	1.7	271.8
1381371238	3672.2	1.7	254.8
1381371239	3642.7	1.8	224.3
1381371240	3673.5	1.7	258.6
1381371241	3654.6	1.6	242.7
1381371242	3634.9	1.7	221.9
1381371243	3624.8	1.8	211
1381371244	3617.1	1.7	196.6
1381371245	3598	1.6	181.8
1381371246	3579.1	1.7	170.4
1381371247	3574.9	1.8	159
1381371248	3574.4	1.8	153.2
1381371249	3566.3	1.8	149
1381371250	3556.5	1.7	145.4
1381371251	3557.6	1.8	146.9
1381371252	3558.9	1.7	145.6
1381371253	3554.2	1.7	145.1
1381371254	3555.3	1.8	145.8
1381371255	3549.8	2	146.1
1381371256	3562.3	1.9	151.5
1381371257	3551.8	1.8	149.9
1381371258	3553	1.8	147.8
1381371259	3550.1	1.8	146
1381371260	3559.9	1.8	153.6
1381371261	3570.1	1.9	166.5
1381371262	3592	2	177.6
1381371263	3594.9	1.8	186.9
1381371264	3596.9	1.8	192.3
1381371265	3615.8	1.6	197.2
1381371266	3615.4	1.8	203.8
1381371267	3615	1.8	206.5
1381371268	3618.3	1.9	212.9
1381371269	3625.4	1.8	211.3
1381371270	3614.7	1.8	208.9
1381371271	3625.8	1.8	213.9
1381371272	3655.1	1.8	212.3
1381371273	3689.1	1.9	208.6
1381371274	3697.8	1.8	210.7
1381371275	13372	3.2	203.8
1381371276	3824.7	1.6	210.6
1381371277	3690.7	1.8	213.4
1381371278	3652.3	1.9	213
1381371279	3634.2	1.8	215.8
1381371280	3627	1.7	211.7
1381371281	3637.8	1.7	217.3
1381371282	3632.5	1.7	215
1381371283	3642.6	1.8	223.2
1381371284	3627.6	1.7	220.3
1381371285	3640.5	1.7	224.2
1381371286	3652.3	1.7	225.6
1381371287	3659.5	1.7	236.3
1381371288	3636.8	1.9	224.8
1381371289	3635.2	1.8	225.7
1381371290	3633.6	1.9	221.3
1381371291	3626.1	1.8	218.2
1381371292	3627.4	1.8	216.4
1381371293	3624.9	1.9	215.8
1381371294	3627.1	1.6	215.4
1381371295	3620.7	1.8	213.6
1381371296	3621.8	1.7	211.1
1381371297	3626	1.8	212.2
1381371298	3622.6	1.8	210.2
1381371299	3624.4	1.8	214.7
1381371300	3617.9	1.8	208
1381371301	3619.5	1.8	206.2
1381371302	3613.9	1.8	206.9
1381371303	3640.3	1.8	211.6
1381371304	3633.5	1.6	205.5
1381371305	3619.7	1.7	208
1381371306	3609.9	1.8	205.2
1381371307	3626.3	1.8	205.6
1381371308	3612.6	1.8	204.2
1381371309	3617.8	1.8	209.3
1381371310	3616.8	1.8	206.9
1381371311	3613.8	1.8	205.2
1381371312	3619.3	1.8	204.4
1381371313	3623.1	1.8	203.1
1381371314	3609	1.7	198.1
1381371315	3609.7	1.9	202.8
1381371316	3618.1	1.8	205.2
1381371317	3620.8	1.8	205
1381371318	3617.7	1.8	210.1
1381371319	3616.9	1.7	203.2
1381371320	3614.4	1.8	205.1
1381371321	3625.1	1.8	216.6
1381371322	3635.7	1.8	220.3
1381371323	3639.6	1.8	230.7
1381371324	3640.1	1.7	231
1381371325	3650.7	1.8	238.2
1381371326	3644.9	1.7	240
1381371327	3654.7	1.8	246.3
1381371328	3671.3	1.7	249.3
1381371329	3661.6	1.9	244.5
1381371330	3665	1.8	254.7
1381371331	3666.5	1.8	262.7
1381371332	3680.7	1.7	269
1381371333	3678.9	1.7	267.6
1381371334	3677.1	1.7	269.6
1381371335	3678.9	1.8	275.6
1381371336	3683.8	1.7	276.5
1381371337	3685.7	1.7	277
1381371338	3682.5	1.7	278.7
1381371339	3684.2	1.7	286.4
1381371340	3698.3	1.8	294.3
1381371341	3694.3	1.7	293.4
1381371342	3696.6	1.7	298.3
1381371343	3694.1	1.7	299.8
1381371344	3701.9	1.7	299.8
1381371345	3704.2	1.8	300.9
1381371346	3699.5	1.7	306.1
1381371347	3716.2	1.8	314.1
1381371348	3717.8	1.7	318.9
1381371349	3732.7	1.7	315.6
1381371350	3428.8	1.8	27.2
1381371351	3413.1	1.8	9.4
1381371352	3423	1.7	9.3
1381371353	3420	1.8	9.4
1381371354	3419.6	1.9	9.3
1381371355	3411	1.7	9.5
1381371356	3413.3	1.8	9.3
1381371357	3416.9	1.8	9.3
1381371358	3417.5	1.8	9.4
1381371359	3414.2	1.8	9.3
1381371360	3422.9	1.9	9.3
1381371361	3412.3	1.8	9.3
1381371362	3420	1.9	9.4
1381371363	3416.1	1.8	9.4
1381371364	3420.6	1.9	9.2
1381371365	3423.1	1.9	9.3
1381371366	3419.8	1.9	9.1
1381371367	4440.1	0.3	12.6
1381371368	4268.9	0.5	18.2
1381371369	4273.8	0.5	18.1
1381371370	4276.1	0.4	18.1
1381371371	4275.6	0.4	18.3
1381371372	4269.1	0.4	18.1
1381371373	4264.9	0.5	18.2
1381371374	4273.6	0.4	18.1
1381371375	4264.3	0.6	18.1
1381371376	4259	0.6	13.4
1381371377	4251.5	0.5	13.3
1381371378	4256.9	0.5	13.3
1381371379	4250.8	0.4	13.1
1381371380	4253.6	0.5	13.3
1381371381	4248.8	0.5	13.4
1381371382	4255.7	0.4	13.2
1381371383	4257.1	0.6	13.4
1381371384	4252.8	0.6	13.1
1381371385	4251.3	0.5	13.3
1381371386	4260.8	0.7	18
1381371387	4265.5	0.3	20.7
1381371388	4321.7	0.6	72.6
1381371389	4290.4	0.5	38.2
1381371390	4301.4	0.4	32.5
1381371391	4285	0.3	18.1
1381371392	4273.6	0.3	18.3
1381371393	4266	0.5	18.3
1381371394	4266.2	0.4	18.1
1381371395	4263.8	0.5	18.2
1381371396	4257.1	0.5	13.4
1381371397	4248.7	0.5	13.3
1381371398	4269.5	0.4	30
1381371399	4308.8	0.5	71.3
1381371400	4281	0.5	46.3
1381371401	4263.4	0.4	24
1381371402	4252.1	0.4	13.2
1381371403	4251.3	0.5	13.3
1381371404	14081.7	4.5	10
1381371405	4259.3	0.6	13.4
1381371406	4272	0.6	18
1381371407	4264.9	0.5	18.2
1381371408	4267.2	0.4	18.2
1381371409	4320.8	0.4	67.1
1381371410	4304.4	0.4	55.1
1381371411	4307.2	0.5	51
1381371412	4296.7	0.4	25.9
1381371413	4267.2	0.5	18.2
1381371414	4267.5	0.4	18.3
1381371415	4269.7	0.4	18.2
1381371416	4261.7	0.5	13.4
1381371417	4260.1	0.6	13.3
1381371418	4255.4	0.5	13.2
1381371419	4260.9	0.5	13.3
1381371420	4347.8	0.6	98.9
1381371421	4300.6	0.5	57.1
1381371422	4300.3	0.5	55.8
1381371423	4257.4	0.5	14
1381371424	4246.5	0.3	13.2
1381371425	4247.3	0.4	13.2
1381371426	4255.5	0.4	18
1381371427	4257.5	0.4	18
1381371428	4255.9	0.5	18.4
1381371429	4259.1	0.4	18.2
1381371430	4257.6	0.6	18.3
1381371431	4385.5	0.6	142.8
1381371432	4300	0.6	52.6
1381371433	4319.7	0.4	68.7
1381371434	4261.4	0.6	18.3
1381371435	4265.9	0.6	18.4
1381371436	4256	0.5	13.5
1381371437	4251.8	0.5	13.4
1381371438	4250.1	0.5	13.4
1381371439	4259.9	0.4	13.4
1381371440	4245.9	0.6	13.3
1381371441	4251.9	0.6	14.8
1381371442	4410.9	0.4	176.9
1381371443	4317.4	0.6	82.9
1381371444	4286	0.4	52.9
1381371445	4246.6	0.5	13.4
1381371446	4260.2	0.4	18.1
1381371447	4258.3	0.3	18.3
1381371448	4266.3	0.5	18.3
1381371449	4263.6	0.6	18.3
1381371450	4258.8	0.5	18
1381371451	4262.1	0.4	18.2
1381371452	4282.8	0.4	34.6
1381371453	4445	0.4	197.8
1381371454	4380.4	0.4	133.4
1381371455	4306.8	0.5	63.4
1381371456	4248.2	0.4	13.5
1381371457	4246.3	0.5	13.2
1381371458	4251.2	0.5	13.3
1381371459	4250.3	0.6	13.4
1381371460	4249.8	0.5	13.3
1381371461	4250.6	0.5	13.3
1381371462	4251.6	0.5	13.3
1381371463	4299.7	0.4	65.3
1381371464	4461.4	0.4	225.1
1381371465	4388	0.4	150.9
1381371466	4199.1	0.6	14.1
1381371467	4145.7	0.6	8.5
1381371468	4143	0.7	8.7
1381371469	4149	0.6	8.6
1381371470	4147.8	0.7	8.6
1381371471	4155.7	0.6	8.5
1381371472	4156.2	0.6	8.5
1381371473	4151.6	0.7	8.6
1381371474	4033.9	0.9	11.5
1381371475	3641.4	1.7	219.6
1381371476	3608.9	1.8	196.5
1381371477	3563	1.7	152.9
1381371478	3564.5	1.7	154.5
1381371479	3571.1	1.7	151.5
1381371480	3563	1.8	139.6
1381371481	3542.2	1.7	125.8
1381371482	3573.7	1.7	155.8
1381371483	3538.2	1.8	126.8
1381371484	3587.2	1.6	174.8
1381371485	3528.2	1.8	111.5
1381371486	3569.5	1.9	159.9
1381371487	3560.1	1.7	150.2
1381371488	3528.4	1.7	118.6
1381371489	3572.3	1.6	161.9
1381371490	3546.8	1.8	137.1
1381371491	3547	1.7	141.3
1381371492	3511.5	1.8	102.8
1381371493	3417.2	1.8	9.4
1381371494	3419.7	1.7	9.1
1381371495	3427	1.7	9.3
1381371496	3425.5	1.8	9.5
1381371497	3419.7	1.8	9.2
1381371498	3422.6	1.7	9.1
1381371499	3419.3	1.9	9.3
1381371500	3446.1	1.8	31.5
1381371501	3645.2	1.7	238.1
1381371502	3557.4	1.7	151.9
1381371503	3549.5	1.6	145.3
1381371504	3551.6	1.8	142.2
1381371505	3523.7	1.8	118.2
1381371506	3554.6	1.7	146.5
1381371507	3533.4	1.8	128.2
1381371508	3543	1.9	134.6
1381371509	3549.5	1.8	134.1
1381371510	3537.2	1.8	128.9
1381371511	3562.9	1.8	147.3
1381371512	3543.6	1.7	134
1381371513	3526.7	1.7	110.3
1381371514	3559.4	1.7	146.6
1381371515	3529.1	1.8	121.4
1381371516	3553.8	1.8	128.5
1381371517	3526.5	1.8	113.4
1381371518	3468.5	1.8	57.1
1381371519	3420.2	1.9	9.2
1381371520	3424.7	1.8	9.3
1381371521	3423.7	1.8	9.2
1381371522	3420.4	1.8	9.3
1381371523	3420.5	1.9	9.2
1381371524	3423.6	1.8	9.3
1381371525	3423.7	1.8	9.3
1381371526	3484.6	1.9	75
1381371527	3599.4	1.8	192.9
1381371528	3552.6	1.7	141.9
1381371529	3539.5	1.8	124.6
1381371530	3570.1	1.8	162.3
1381371531	3544.4	1.6	138.7
1381371532	3522.3	1.6	108
1381371533	3567.3	1.8	157.5
1381371534	3573	1.8	164.7
1381371535	3536.4	1.8	123.8
1381371536	3553.8	1.8	146.5
1381371537	3549.1	1.8	123.8
1381371538	13602.4	3.5	164.5
1381371539	3561.9	1.7	144
1381371540	3551.1	1.7	137.6
1381371541	3545.1	1.7	129.9
1381371542	3533.4	1.7	117.6
1381371543	3560.5	1.8	145.3
1381371544	3450.9	1.9	34.1
1381371545	3420.7	1.8	9.3
1381371546	3424	1.8	9.2
1381371547	3422.3	1.8	9.4
1381371548	3420.5	1.7	9.3
1381371549	3418.6	1.8	9.3
1381371550	3885.8	1.4	9.2
1381371551	4383.3	1.2	8.8
1381371552	4510.7	1.1	129.3
1381371553	4580.8	1.1	195.2
1381371554	4506.5	1.2	127.2
1381371555	4507.9	1.2	131.5
1381371556	4524.8	1.1	149.7
1381371557	4497.7	1.2	119.1
1381371558	4529.5	1	133.7
1381371559	4505.7	1.2	127.7
1381371560	4544.8	1.2	163.7
1381371561	4486.9	1.1	112.3
1381371562	4524.1	1.2	143.7
1381371563	4506.7	1.2	126.9
1381371564	4512.1	1.3	137.1
1381371565	4523.6	1.1	148.1
1381371566	4456.1	1.2	82.1
1381371567	4516.2	1.1	143
1381371568	4494.6	1.2	117.4
1381371569	4518.5	1.1	136.5
1381371570	4397.5	1.2	23.3
1381371571	4385.7	1.2	8.9
1381371572	4389.3	1.2	8.9
1381371573	4390.3	1.2	8.9
1381371574	4386.8	1.1	8.9
1381371575	4382	1.2	9.1
1381371576	4380.6	1.3	8.9
1381371577	4382.5	1.1	9
1381371578	4546.7	1.2	170.3
1381371579	4580.1	1.1	189.4
1381371580	4556.7	1.2	175.4
1381371581	4538	1	166.2
1381371582	4530.3	1.1	153.6
1381371583	4512.9	1.2	138.1
1381371584	4511.8	1.1	131.4
1381371585	4513.7	1.1	141.7
1381371586	4502.2	1.2	126.3
1381371587	4524	1.1	147.4
1381371588	4521.4	1.2	150.2
1381371589	4503.8	1.2	123.7
1381371590	4498.9	1.3	120.3
1381371591	4504.1	1	123.1
1381371592	4535.1	1.3	151.5
1381371593	4536.1	1.1	150.7
1381371594	4525.2	1.2	140.8
1381371595	4509.2	1.2	133
1381371596	4384.5	1.2	9.1
1381371597	4382.2	1.3	8.9
1381371598	4385.4	1.2	8.9
1381371599	4391.5	1.4	8.9
1381371600	4402.3	1.2	8.9
1381371601	4384.9	1.2	8.9
1381371602	4388.9	1.2	8.9
1381371603	4386.6	1.3	11.2
1381371604	4609.8	1.1	235.3
1381371605	4559.1	1.2	182.9
1381371606	4527	1.1	154.1
1381371607	4535.2	1.3	158.5
1381371608	4541	1.3	171.6
1381371609	4539.6	1	158.3
1381371610	4518.1	1.2	128.6
1381371611	4507.8	1.2	121.2
1381371612	4560.3	1	161.3
1381371613	4518.9	1.2	137.1
1381371614	4530.1	1.2	148.1
1381371615	4531.5	1	153.7
1381371616	4527.7	1.1	147
1381371617	4525	1	143.7
1381371618	4506.2	1.2	123
1381371619	4528.7	1.1	154.8
1381371620	4484.3	1.1	104.4
1381371621	4464.6	1.1	84.7
1381371622	4382.9	1.2	8.9
1381371623	4386	1.2	9
1381371624	4381.8	1.3	9
1381371625	4390.4	1.2	9
1381371626	4386.6	1.3	8.9
1381371627	4391	1.1	9
1381371628	4380.1	1.2	8.9
1381371629	4400.6	1.3	27.3
1381371630	4638.2	1	263.7
1381371631	4529.7	1.2	159.1
1381371632	4565.2	1.1	188.1
1381371633	4522.7	1.2	149.3
1381371634	4484.7	1.1	115
1381371635	4510.3	1.2	143
1381371636	4514.8	1.2	141.8
1381371637	4520.8	1.1	152.6
1381371638	4529.1	1.2	152.7
1381371639	4522.1	1.2	145.1
1381371640	4530.7	1.4	153.2
1381371641	4531.1	1.3	151.1
1381371642	4546	1.3	160.7
1381371643	4537.6	1.1	161.1
1381371644	4543.8	1.2	171.9
1381371645	4544.3	1.1	172.7
1381371646	4541.2	1.1	175.9
1381371647	4470.4	1.2	97.7
1381371648	4387.5	1.2	9
1381371649	4388.7	1.2	8.8
1381371650	4381.4	1.4	9
1381371651	4372.9	1.3	8.8
1381371652	4385.1	1.2	8.9
1381371653	4383.2	1.2	9
1381371654	4383	1.2	8.8
1381371655	4436.8	1.2	64.8
1381371656	4626.2	1	257
1381371657	4558	1.1	188
1381371658	4509.2	1.2	132.3
1381371659	4514.8	1.1	139.7
1381371660	4541	1.2	166.7
1381371661	4499.2	1.2	121.3
1381371662	4522.3	1.2	140.7
1381371663	4530.3	1.2	146.4
1381371664	4492.8	1.2	118.6
1381371665	4538.3	1	165.1
1381371666	4490.2	1.2	115
1381371667	4534.8	1.2	159.9
1381371668	4500.8	1.2	128.9
1381371669	7333.9	0.3	127.3
1381371670	11843.9	2.7	151.3
1381371671	4477.8	1.2	108.2
1381371672	4549.2	1.2	172.7
1381371673	4394.8	1.3	27.8
1381371674	4375.5	1.3	8.9
1381371675	4382.4	1.3	8.9
1381371676	4375.1	1.2	9
1381371677	4379.9	1.3	8.9
1381371678	4377.9	1.2	9
1381371679	4385.2	1.2	9
1381371680	4376	1.2	9.1
1381371681	4510.5	1.1	139.2
1381371682	4560.4	1.2	182.5
1381371683	4570.3	1.2	196.3
1381371684	4515.2	1.1	141.9
1381371685	4550.6	1.2	181.1
1381371686	4517.9	1.2	149.5
1381371687	4508.3	1.3	138.2
1381371688	4494.7	1.1	120
1381371689	4464.6	1.3	100.4
1381371690	4515.2	1	143.5
1381371691	4473	1.3	109.4
1381371692	4495.4	1.2	123.8
1381371693	4497.3	1.2	127.9
1381371694	4472.8	1.1	104
1381371695	4472.1	1.1	109
1381371696	4490.1	1.2	128.3
1381371697	4503.7	1.2	137.4
1381371698	4511.3	1.1	148.4
1381371699	4391.4	1.3	20.2
1381371700	4375.1	1.3	9
1381371701	4372.7	1.5	8.9
1381371702	4369.5	1.2	9
1381371703	4377.2	1.3	9
1381371704	4377.5	1.3	8.9
1381371705	4381.4	1.2	8.8
1381371706	4376.5	1.1	8.7
1381371707	4375.1	1.2	8.7
1381371708	4428.4	1.2	65.8
1381371709	4428.8	1.2	68.8
1381371710	4435.3	1.2	71.9
1381371711	4429.7	1.3	71.7
1381371712	4433.8	1.2	71.8
1381371713	4433.2	1.3	71.8
1381371714	4437.2	1.2	71.8
1381371715	4435.2	1.2	71.8
1381371716	4434.9	1.4	71.6
1381371717	4432.9	1.2	72
1381371718	4431.5	1.1	71.7
1381371719	4436.2	1.2	71.8
1381371720	4436.2	1.2	71.7
1381371721	4436.8	1.4	71.9
1381371722	4434.7	1.2	71.8
1381371723	4437.7	1.1	71.7
1381371724	4427.4	1.2	71.7
1381371725	4445	1.3	71.7
1381371726	4431	1.3	71.7
1381371727	4427.4	1.2	71.8
1381371728	4423.1	1.2	71.8
1381371729	4430.7	1.2	71.8
1381371730	4429.6	1.3	71.7
1381371731	4434.4	1.2	71.7
1381371732	4451.4	1.2	71.9
1381371733	4461	1.2	71.7
1381371734	4463.6	1.4	71.6
1381371735	6006.6	1.1	74.1
1381371736	5285.8	0.1	55.7
1381371737	5277.4	0	53
1381371738	5237.8	0.1	51.6
1381371739	5173.8	0.1	49.2
1381371740	5173.2	0.1	49.3
1381371741	5178.2	0.1	51.8
1381371742	5178.3	0	52.9
1381371743	5183.7	0	55.4
1381371744	5169.2	0	48.8
1381371745	5168.1	0.1	48.6
1381371746	5060.6	0.3	63.3
1381371747	4568.4	1.1	167.9
1381371748	4519.7	1.1	125.8
1381371749	4513	1.2	126
1381371750	4521	1.2	127.7
1381371751	4513.2	1.2	121.7
1381371752	4506.2	1.2	111
1381371753	4502.7	1.2	112.3
1381371754	4489.9	1.1	102.3
1381371755	4484.7	1.2	100.8
1381371756	4486.5	1.2	98.5
1381371757	4481.5	1.2	96.3
1381371758	4491.8	1.1	105.3
1381371759	4450.3	1.2	61.4
1381371760	4457.1	1.3	67.4
1381371761	4459.1	1.1	69.2
1381371762	4457.1	1.2	69.8
1381371763	4457.6	1.2	71.1
1381371764	4429.3	1.3	33.2
1381371765	4401.3	1.1	8.9
1381371766	4399.8	1.2	8.9
1381371767	4417.3	1.1	12.8
1381371768	4469.4	1.1	80.8
1381371769	4463.3	1.2	64.3
1381371770	4457	1.2	66.4
1381371771	4449.6	1.1	60.8
1381371772	4465	1.1	74.1
1381371773	4448.7	1.1	61.1
1381371774	4463.2	1.1	69.1
1381371775	4457.7	1.3	58.5
1381371776	4439.4	1.1	52.6
1381371777	4433.7	1.2	45.6
1381371778	4440.4	1.2	49.1
1381371779	4437.6	1	51.9
1381371780	4433.7	1.1	42.3
1381371781	5755.3	0.9	21.4
1381371782	5267.6	0.2	24.9
1381371783	5261	0.1	26.9
1381371784	5252.9	0.2	27.3
1381371785	5253.4	0.2	26.6
1381371786	5235.2	0.1	8.2
1381371787	5237.1	0.2	8.1
1381371788	5247.2	0.3	8.1
1381371789	5268.7	0.1	38.5
1381371790	5296.7	0.3	72.2
1381371791	5291.9	0.3	64.9
1381371792	5293.4	0.2	66.6
1381371793	5291.7	0.1	68.8
1381371794	5520.5	0	45
1381371795	5648.7	0.1	47.9
1381371796	5608.2	0	10.9
1381371797	5605.6	0.1	8.2
1381371798	5595.5	0.1	8.2
1381371799	5664.6	0.1	95.3
1381371800	5696	0.2	137.6
1381371801	5660.9	0.2	124.4
1381371802	5631.8	0.1	99.7
1381371803	5608.3	0.2	92.8
1381371804	5603.5	0.2	84.4
1381371805	15848.5	4.9	76.7
1381371806	5580	0.3	75.2
1381371807	5587.3	0.1	81.9
1381371808	5550.8	0.3	46.6
1381371809	4920.8	1.3	47.3
1381371810	4851.8	1.4	76.8
1381371811	4891.5	1.5	119.5
1381371812	4868.4	1.4	97.5
1381371813	4892	1.4	109.8
1381371814	4869.7	1.4	100
1381371815	4852.5	1.4	77.6
1381371816	4843.2	1.4	72.5
1381371817	4849.1	1.4	76.9
1381371818	4858	1.4	82.1
1381371819	4867.5	1.4	92.9
1381371820	4837.1	1.6	58.9
1381371821	4829.5	1.4	62.5
1381371822	4841.6	1.5	64.5
1381371823	4834.5	1.3	65
1381371824	4841.6	1.5	65.4
1381371825	4847.6	1.5	72.5
1381371826	4850.8	1.4	80.3
1381371827	4857.5	1.4	84.5
1381371828	4858.7	1.4	87.7
1381371829	4866.8	1.5	91.8
